cid,Comment,time,author,channel,votes,replies,photo,heart,reply,time_parsed
Ugylz66_5-sn1ijFV9N4AaABAg,"Spider-man: ""Hey guys, did you ever see that really old movie where Robert Downy Jr. played Iron Man and it started one of the biggest cinematic universes in history?""
War Machine : ""Jesus Tony, how old is this guy?""
Iron Man: ""I don't know I didn't carbon date him!""",4 years ago,@R.e.m.y.H.,UCqW8z4oHjj1ZuSp94FGq33g,0,,https://yt3.ggpht.com/ytc/AIdro_kNn6ML5JlhLrSoExrtw_OWTxjwv-pPPh8GhTrE49w-bzrwzJrjG1FoMdgRo3BUt4v3Gw=s88-c-k-c0x00ffffff-no-rj,False,False,1607821773.398254
UgxfE7nXb2ku5CQB33V4AaABAg,Back when the MCU was about heroes doing good things.  I miss that.  So embarrassing to see current MCU compared to phase 1,2 years ago,@vadertvs61,UCfZEE5cZWh_Wxmep5NzArvA,1,,https://yt3.ggpht.com/ytc/AIdro_kw9nY_-Uyu-QOx_hfHE3tVyW475Ihg09IgvzFpBfX1eFc=s88-c-k-c0x00ffffff-no-rj,False,False,1670893773.403239
UgyslzJsETYm1WHQg094AaABAg.9v0pBKcY9eAA6h5eEpLFOt,I was 9 years old when Iron Man came out. How about you? And let's nit forger The Dark Knight as well.,4 months ago,@isaiahyinko7182,UC8F29BpvdckGQSyzGyYT-IQ,0,,https://yt3.ggpht.com/ytc/AIdro_knP0DHK4ZN3sYCW8bL_MaPrMuBy6TMdkHG2FIK3og=s88-c-k-c0x00ffffff-no-rj,False,True,1723507774.201055
UgyslzJsETYm1WHQg094AaABAg.9v0pBKcY9eAA6iGXrKLeXf,Me too Iron Man and the Dark Knight became the best superhero movies since I was 12 years old when my Dad took me to see them and I took my friends to see them as well,4 months ago,@jacobgarrity6410,UCFEdwMKX063mi9-m5GuSfug,0,,https://yt3.ggpht.com/ytc/AIdro_mXl5vEZetSFCfuG2B7_VLqc38fE5TVJMtL_CGIeMUbdXJf55quvy5KONcX81xCv66Llw=s88-c-k-c0x00ffffff-no-rj,False,True,1723507774.20405
Ugy_3mANlEQvBuhxQA54AaABAg,"I really miss this type of MCU project, where it's just a solo movie without any mentioned of the other MCU projects (Maybe except Moon Knight)",5 months ago,@roarmbee7045,UCEMLq7fV8Gs-JUWx72I_vjg,1,,https://yt3.ggpht.com/ytc/AIdro_k-p8JJ74ohgtRk-vFtH1GMna3UEaWr7ug6QXpA46-qRg=s88-c-k-c0x00ffffff-no-rj,False,False,1720829374.637478
UgwbNOVoLr8dMAJgejp4AaABAg,Wow this movie looks impressive.maybe the makers should introduce more characters and start a franchise,3 years ago,@rohanalias9053,UC_5KilUAi_ZGKT58280EWJQ,2,,https://yt3.ggpht.com/ytc/AIdro_lc_05-ueZjL554RB1b7gVbbhFfsaCKekyswTL3FA6GwKw=s88-c-k-c0x00ffffff-no-rj,False,False,1639357774.639474
UgzCWh7ze7ncaHf5lJN4AaABAg,Stark isn’t a hero type. He’s a genius who’s surrounded by normal-thinking people. He has a big ego because of this. He also takes initiative if he or someone is in danger. But he does it with what he knows. He just wants to use this as a way to sharpen and engage his mind. And make people sarcastically aware of his intelligence.,1 year ago,@michaelsuk6440,UCgTGhJJmSVINC59fD_Jwzew,0,,https://yt3.ggpht.com/ytc/AIdro_lzu9fx-bpKV8lEDMYUPCP3rcYhID3zSMLR_vNJcOsvaks=s88-c-k-c0x00ffffff-no-rj,False,False,1702429774.645474
UgzM1QGcIzu-lhDphLZ4AaABAg,I still think this film right here is the best the MCU has to offer. Even after all the years. Phase one was just better..,2 years ago (edited),@CaffeyAaron,UCbUVcKrikwY3tpqKU_FIaDQ,0,,https://yt3.ggpht.com/NvcH0nvNdGtVTaUbuaEsUK_jDZdqQb1nTxpMUIu7lCTgNKvoVm8dZDVkaSsFEEvXdDZtPvALhPQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893774.65547
UgxUHY_Xj8jIPXi2gy14AaABAg,"The movie according to this trailer.
Stark is a rich weapon's developer.
Goes to showcase his weapons
Gets attacked, kidnapped.
They want to use him smh
He builds a suit and escapes.
Goes back and tries to make up for his past mistakes
Builds better suits
Someone opposes him, they build their own suit and try to kill him
Stark gives an interview at the end, regarding that event

That's why I dont watch trailers anyone",2 years ago,@Prene16,UC80jkajWbMBr2UdBmlUREVQ,0,,https://yt3.ggpht.com/ytc/AIdro_mKMVZHlBZcIY3zIsfHlnWhM7JYobZjh5ie21RbvuCc__0=s88-c-k-c0x00ffffff-no-rj,False,False,1670893775.489095
UgwnTd1Sj4uWX3r8L5x4AaABAg,"the difference in approach to the trailer design is so big. Revealing almost the entire plot vs hiding as much of the plot that you can , to the point that you create fake scenes.",3 years ago,@sakddsssak5971,UCrSgDr6CNukOVrQjaBKVkUw,1,,https://yt3.ggpht.com/ytc/AIdro_lXRroE7Dz0ZUJOPvys1_IRuL54BS9OArh-ShCxtA3K_A=s88-c-k-c0x00ffffff-no-rj,False,False,1639357776.109485
Ugw_P1Nq77-XkDQFbz14AaABAg,"Aku sudah nonton film ini dan bagian yang paling aku suka yaitu pas pak tony s ngomong""i'm iron man""😂",1 year ago,@Aris96993,UCVyC4O6rLHjHQv2UulQ1HwA,0,,https://yt3.ggpht.com/Qfn_sL4V8Y4uTsq655p3tTh7FvPPj9gv_citmzlL-OCvJxOCyig6Nno-DvOn6mi56vwsyeL607g=s88-c-k-c0x00ffffff-no-rj,False,False,1702429776.110485
UgyEsc4SDwSbSm2PNWB4AaABAg,I get the impression that Marvel tried very hard to tone down the comic book elements in their first movie.,3 years ago,@StuartLloyd,UCo5a3wwvXbaqR0Ro03uuv7w,1,,https://yt3.ggpht.com/ytc/AIdro_mi8E7Moj5Ly-BcPiqNiImv91eUMUerN1Y5vlSrCOv_AIXF=s88-c-k-c0x00ffffff-no-rj,False,False,1639357776.120492
UgzLGogGKGKo1bEDmiN4AaABAg,"So glad to actually watch the first and last movie in the theaters. The first one had me all happy, even running in the parking garage like I was Ironman. The second one had me like a total crybaby reassuring that Ironman is not really dead. Black widows death could have been avoided, dunno why they concluded to that.",3 years ago,@BobbyIsmaiel2424,UCAsEWHLCrvHSjaHGEkw_f2A,0,,https://yt3.ggpht.com/KTEJLtqZu1B5ZcW9f7qreFVfoaRD4QzxSMfePzuWkIcmtGMwAaNM7yfSxTM92HXzFtt6HEfxeg=s88-c-k-c0x00ffffff-no-rj,False,False,1639357778.073307
Ugz1DsB7yaI4ez4DbPp4AaABAg,"GTA V delivering super cars from an airport, 4 man CO-OP, getting under a plane bugs mission, player can't enter a plane and take what rightfully belongs to him 🤩",2 years ago,@Netryon,UCOOR5Tgvikd2Tx03IkiETLw,0,,https://yt3.ggpht.com/EngNICLPXEl8eaJiksChi6XOMyKgs6sQwgFKKrRd7krwNaQ91FjWUCeB6FcC-zgKYIiHmG9xdQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893778.075308
UgwHHkr7TiHZNCq4q5h4AaABAg,"You know in the other universe, Killmonger was there to save Tony stark life but this is what made it so different",2 years ago (edited),@marvelfan8226,UCWe6MTjpYqqxOoxTaDMlikg,0,1,https://yt3.ggpht.com/zEt-NqvN_Yy8xxLiNATAs5I1xJkA8enSCwKk__1RU7kyvuzYQ3rzAZHnHvuLl0seqkwaee6G=s88-c-k-c0x00ffffff-no-rj,False,False,1670893778.077311
UgwJS0fQDEoPO-Fo3td4AaABAg,I’d wish marvel never sold the rights to Disney they should have stayed in paramount we’re they kept their old roots,2 years ago,@jameszeoli4552,UCMbpJzryRTGNRAa1cHpF6PA,1,,https://yt3.ggpht.com/ytc/AIdro_kX4yg7so4jTkfwZre0qaS4DhVtm74CIVUhW-W3fxM=s88-c-k-c0x00ffffff-no-rj,False,False,1670893778.08331
UgxtuLKRjEvJrMgkc0N4AaABAg,"Marvel's first movies were great. Then slowly the quality and script started to decline. The Iron Man theme is handled very well. Somehow, they secretly start wars and terrors themselves and fight them themselves. The movie was good. If you watch Marvel in Chronological form, you will understand it better. Let me show you in a list.....
Captain America: The First Avenger
Captain Marvel 
Iron Man
The Incredible Hulk
Iron Man 2
Thor
avengers
Thor: The Dark World
Iron Man 3
Captain America: The Winter Soldier
Guardians of the Galaxy
Guardians of the Galaxy Vol. 2
Avengers: Age of Ultron
Ant-Man
Captain America: Civil War
Black Panther
Spider-Man: Homecoming
Black Widow
Doctor Strange
Thor: Ragnarok
Ant-Man and the Wasp
Avengers: Infinity War
Avengers: Endgame
Shang-Chi and the Legend of the Ten Rings
Spider-Man: Far From Home
Eternals
Spider-Man: No Way Home
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther: Wakanda Forever
Ant-Man and the Wasp: Quantumania
Guardians of the Galaxy Vol. 3
The Marvels....",10 months ago,@muslimaldi7424,UCKX8sOB6uqXA5mdIdF6xXtQ,1,,https://yt3.ggpht.com/ytc/AIdro_kIJel46rQPnJYZ6iTcOqjywUIhJjRQnRZYY7k78u3tqA=s88-c-k-c0x00ffffff-no-rj,False,False,1707786579.16338
UgwxiPofIjWRCwQrNZ54AaABAg,"Sometimes I wonder if this movie could still be made like this today. Or if the character of Tony Stark would already be too offensive to ""modern audiences"" and the keyboard twitter mobs that believe to represent them... I mean... Starks whole ""I am so cool, hey beautiful, wanna go to bed with me?"" attitude... or remember the scene in Starks plane? With him and Roddy having a drink while the flight attendants danced for them? I can't imagine today's Disney-Marvel doing something like that.",1 year ago,@bellissimo4520,UC6YTYOvy_u2Mvswtsbty5_g,1,,https://yt3.ggpht.com/ytc/AIdro_nYQvAmUyrYtkF2soc7ppz6IxaER9_xGSrVZLHiG4eUGMeY1Tl-U5nqn34h_UtOew4GdA=s88-c-k-c0x00ffffff-no-rj,False,False,1702429779.170381
Ugx0JpU7hudjTI8Nq5R4AaABAg,It mind boggles me that 16 year olds right now who are starting to learn how to drive and they’re getting through high school weren’t even 1 max when this movie came out and I was 21 haha damn. That’s wild to think about,2 weeks ago,@derekdavis9136,UCgk9ICjk5UfLKjfy_bUGtkA,0,,https://yt3.ggpht.com/ytc/AIdro_kjND8U1TiPEw_nk7wHVRzjEfaU_vW2mZ6uU0PTBL6yiuvUWRvQQNsfIOn_RS_2JkLdcA=s88-c-k-c0x00ffffff-no-rj,False,False,1732842579.567385
UgymDXq4e0NpuHyS83F4AaABAg,"Marvel then and now
Then:actually putting the whole movie in trailer
Now:cant even find even a small detail",4 years ago,@MRK-cx8mi,UCJlAZ46nI_-iyAazrwOiltA,0,,https://yt3.ggpht.com/mcTYvlFCvwXmz1gZi78lkwV2mdYoy3C9_stsuAMTEoOdQWVk2gga6MT2YYuLWPfecXSSpwqyLA=s88-c-k-c0x00ffffff-no-rj,False,False,1607821779.568385
Ugx0MRJpc9rDfRgEkVF4AaABAg,"Iron Man 

A billionaire industrialist and genius inventor, Tony Stark (Robert Downey Jr.), is conducting weapons tests overseas, but terrorists kidnap him to force him to build a devastating weapon. Instead, he builds an armored suit and upends his captors. Returning to America, Stark refines the suit and uses it to combat crime and terrorism.

Shown in:
I Am Legend
Shine a Light",2 years ago (edited),@ManicMoreEst-oe4ox,UC0PaQ22KoaXFWBw-Mu4j1xA,0,,https://yt3.ggpht.com/ytc/AIdro_m9ZAici1oD12ZB0P8oScKYSk-C8nExHqloLXdtFcYmyzE=s88-c-k-c0x00ffffff-no-rj,False,False,1670893779.569381
UgzklVIFINKjQX-htyJ4AaABAg,"how sad i was realising Iron Man by Black Sabbath wasnt played in this movie. it was literally the perfect song for him. definitely bumped my rating for this down, but a masterpiece nonetheless, considering the risk disney took by hiring Robert Downey Junior at the time.",3 years ago,@jonathanjoestar__,UC_MFnyFgZpil59L_gMyqXGA,0,,https://yt3.ggpht.com/-ZFa32GSQ5ey3LiZ8WoSfKcI533HeFGEaohEbvWEgtFwzNr9SmWgivBBSl_prakqUo1G9P0T=s88-c-k-c0x00ffffff-no-rj,False,False,1639357779.572387
Ugw9Hsk_Rqb-b-c7oYV4AaABAg,"Multiuniverso Universo Avengers Vengadores Marvel 

2008	Iron Man	




2010	Iron Man 2	

2011	Thor

Capitán América: El Primer Vengador	


2012	The Avengers	


2013	Iron Man 3	

Thor: The Dark World	

2014	Captain America: The Winter Soldier

Guardianes de la Galaxia	

2015	Avengers: Age of Ultron
Ant-Man


2016	
Capitán América: Civil War	
Doctor Strange	

2017	
Guardianes de la Galaxia Vol. 2	
Spider-Man: Homecoming	
Thor: Ragnarok

2018	Black Panther
Avengers: Infinity War

Ant-Man and the Wasp	


2019	Capitana Marvel
Avengers: Endgame


Spider-Man: Lejos de Casa",4 years ago,@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,0,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1607821779.573394
Ugxtj_6i9alI_Xdggpl4AaABAg,Lol I’ve noticed the first 2 trailers used some of the same music from the original Spiderman trailers,3 months ago,@KillConLeche,UCNw2pEF-AApQFWEom7hHT2A,1,,https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s88-c-k-c0x00ffffff-no-rj,False,False,1726186180.081875
Ugzvlbjdd_cs03Ehi_V4AaABAg,"That movie was so good. so damn good. the comedy? mr. stark? yes. wow. pretty good. i'm having post good movie jitters. can you tell? WATCH IT IF ITS 2022 AND YOU HAVEN'T. i know, im embarrased i didnt",2 years ago,@xarawilliams5977,UC0qocBAYRhmbqVss_UXahVA,0,,https://yt3.ggpht.com/ytc/AIdro_nUj0YPwjEKxkO-rhLLMyDl5W4w7ONQhzSxf0GU8Y66DOLz=s88-c-k-c0x00ffffff-no-rj,False,False,1670893780.084875
Ugys81xZyLS98V1TEMB4AaABAg,"I like Robert Downey Jr films. I have on DVD

Avengers age of ultron
Avengers assemble
Avengers endgame
Avengers infinity war
Bowfinger
Captain America civil war
Chaplin
Dolittle
Due date
Iron man
Iron man 2
Iron man 3
Natural Born killers
Sherlock Holmes
Sherlock Holmes a game of shadows
Spiderman far from home
Tropic thunder
Wonder Boy's",4 years ago (edited),@christopherjeffery8691,UCErTS4saNMwC-T-3KZtFAJA,0,,https://yt3.ggpht.com/ytc/AIdro_lAKldC4kTXxEFDjyRjMoAQxU2fH4b4UnVUtY-d-3VhTw=s88-c-k-c0x00ffffff-no-rj,False,False,1607821780.085875
UgwNULzr0tMeW8tkvel4AaABAg,Must've felt real crazy back in the day for some B-lister can of sardines from the 60s suddenly becoming real and having his own epic origin movie lol.,1 year ago,@Breakfast-ob8tq,UC67oIdRA4A06Owh6wOIuO5g,0,,https://yt3.ggpht.com/khYVVAPfRa5LHA2ehHPFEnPWDWkwAyp_n2CGYUi3EBspwXMIWKDbYK2clP1foMxuh8akij5d0A=s88-c-k-c0x00ffffff-no-rj,False,False,1702429780.090871
UgxiImID7wEJKWpzA7J4AaABAg,"Universos X-Men Avengers Multiuniverso Marvel Multiverse 
1944-Capitán América
1986-Howard the Duck
1989-The Punisher
1990-Capitán América
1994-Los Cuatro Fantásticos
1996-Generación X
1998-Nick Fury: Agent of S.H.I.E.L.D.  

1998-Blade
2000-X-Men
2002-Blade II
2002-Spider-Man
2003-Daredevil
2003-X-Men 2
2003-Hulk
2004-The Punisher
2004-Spider-Man 2
2004-Blade:Trinity
2005-Man-Thing: la naturaleza del miedo
2005-Elektra
2005-Los4Fantásticos
2006-X-Men:TheLastStand
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2007-Spider-Man 3
2008-Iron Man
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2009-X-MenOrigins:Wolverine
2010-Iron Man 2
2011-Thor
2011-X-Men: Primera Generación
2011-Capitán América: El Primer Vengador
2011-Ghost Rider: Espíritu de Venganza
2012-The Avengers
2012-The Amazing Spider-Man
2013-Iron Man 3
2013-The Wolverine
2013-Thor: The Dark World
2014-CaptainAmerica:TheWinterSoldier
2014-TheAmazingSpider-Man2:Rise of Electro
2014-X-Men: Días del Futuro Pasado
2014-Guardianes de la Galaxia Vol. 1
2015-Avengers: Age of Ultron
2015-Ant-Man
2015-4 Fantásticos
2016-Deadpool
2016-Capitán América: Civil War
2016-X-Men: Apocalipsis
2016-Doctor Strange
2017-Logan
2017-Guardianes de la Galaxia Vol. 2
2017-Spider-Man: Homecoming
2017-Thor: Ragnarok
2018-Black Panther
2018-Avengers: Infinity War
2018-Deadpool 2
2018-Ant-Man and the Wasp
2018-Venom
2019-Capitana Marvel
2019-Avengers: Endgame
2019-X-Men: Dark Phoenix
2019-Spider-Man: Lejos de Casa
2020-Los nuevos mutantes 

2008-Iron Man
2010-Iron Man 2
2011-Thor
2011-Capitán América:El Primer Vengador
2012-The Avengers
2013-Iron Man 3
2013-Thor: The Dark World
2014-Captain America: The Winter Soldier
2014-Guardianes de la Galaxia
2015-Avengers:Age of Ultron
2015-Ant-Man
2016CapitánAmérica:CivilWar
2016-DoctorStrange
2017-GuardianesdelaGalaxia Vol.2
2017SpiderMan:Homecoming
2017-Thor:Ragnarok
2018-BlackPanther
2018-Avengers:Infinity War
2018-Ant-ManandtheWasp
2019-CapitanaMarvel
2019-Avengers:Endgame
2019-Spider-Man:Lejos de Casa

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final
2009 - X-Men Wolverine
2011 - X-Men PrimeraGeneración
2013 - Wolverine Inmortal
2014 - X-Men Días Futuros Pasado
2016 - DEADPOOL
2016 - X-Men Apocalipsis
2017 - Logan
2018 - DEADPOOL 2
2019 - Dark Phoenix
2020 - Los Nuevos Mutantes

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2016-Capitán América: Civil War
2017-Spider-Man: Homecoming
2018-Avengers: Infinity War
2019-Avengers: Endgame
2019-Spider-Man: Lejos de Casa

1998-Blade
2002-Blade II
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2015-4 Fantásticos
2018-Venom

1998-Blade
2002-Blade II
2002-Spider-Man 
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Spider-Man 2 
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-spiderman 3
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2012-The Amazing Spider-Man 
2014-TheAmazingSpider-Man2 Rise of Electro 
2015-4 Fantásticos
2018-Venom


Saga del infinito

Fase 1

Iron Man 
The Incredible Hulk
​Iron Man 2
Thor
Capitán América: el primer vengador
The Avengers

Fase 2

Iron Man 3
Thor: The Dark World
​Captain America: The Winter Soldier
Guardianes de la Galaxia
​Avengers: Age of Ultron
Ant-Man

​Fase 3

Capitán América: Civil War
Doctor Strange
​Guardianes de la Galaxia Vol. 2
Spider-Man: Homecoming
​Thor: Ragnarok
Black Panther 
Avengers: Infinity War
Ant-Man and the Wasp
Capitana Marvel
Avengers: Endgame 
Spider-Man: Lejos de casa

Fase 4

Black Widow
Shang-Chi and the Legend of the Ten Rings
Eternals  
Spider-Man ​3
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther 
Capitana Marvel 2
​Guardianes de la Galaxia Vol. 3
Blade
​Ant-Man and the Wasp: Quantumania
Fantastic Four


        
Línea de tiempo 

1945 Capitán América: el primer vengador
1990-1995 Capitana Marvel
2010-2010Iron Man
2011Iron Man 2
El Increíble Hulk
Thor
2012Los Vengadores
Iron Man 3
2013Thor: un mundo oscuro
2014Capitán América: El soldado de invierno
Guardianes de la Galaxia Vol. 1
Guardianes de la Galaxia Vol. 2
2015Avengers: Age of Ultron
Ant-Man
2016Capitán América: Civil War
Pantera Negra
Spider-Man: De regreso a casa
2016-2017Doctor Strange: Hechicero Supremo
2017Black Widow
Thor: Ragnarok
2018Avengers: Infinity War
Ant-Man y la Avispa
2020-2023Avengers: Endgame
2024Spider-Man: Lejos de casa

2012-The Avengers
2015-Avengers:Age of Ultron
2018-Avengers:Infinity War
2019-Avengers:Endgame

1944 - Capitán América
1990 - Capitán América
2011-Capitán América El Primer Vengador
2014 - Capitán América El Soldado De Invierno
2016-Capitán América Civil Wars 

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2017-Spider-Man: Homecoming
2019-Spider-Man: Lejos de Casa

1994-Los Cuatro Fantásticos
2005-Los4Fantásticos
2007-Los4FantásticosySilverSurfer
2015- 4 Fantásticos 

2008- Iron Man
2010-Iron Man 2
2013-Iron Man 3

2011-Thor
2013-Thor: The Dark World
2017-Thor:Ragnarok

1989-The Punisher
2004-The Punisher
2008-El Castigador: Zona de Guerra

1998-Blade
2002-Blade II
2004-Blade:Trinity

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final

2009 - X-Men Wolverine
2013 - Wolverine Inmortal
2017 - Logan

2011 - X-Men PrimeraGeneración
2014 - X-Men Días Futuros Pasado
2016 - X-Men Apocalipsis

2016 - DEADPOOL
2018 - DEADPOOL 2

2019 - Dark Phoenix

2020 - Los Nuevos Mutantes

2007-Ghost Rider
2011-Ghost Rider: Espíritu de Venganza

2014-Guardianes de la GalaxiaVol.1
2017-GuardianesdelaGalaxia Vol.2

2015-Ant-Man
2018-Ant-ManandtheWasp

2003-Hulk
2008-The Incredible Hulk

2003-Daredevil

2005-Elektra

2016-Doctor Strange

1986-Howard the Duck

2018-Venom

2019-Capitana Marvel

1996-Generación X

1998-Nick Fury: Agent of S.H.I.E.L.D.  

2005-Man-Thing: la naturaleza del miedo

2018-Black Panther

Futuras Películas 

-Black Widow
-Eternals
-Shang-Chi and the Legend of the Ten Rings
-Thor: Love and Thunder 4 
-Doctor Strange: In the Multiverse of Madness 2 
-Spider-Man 3 Home sweet home.                                       
 -Guardians of the Galaxy Vol. 3
--Black Panther 2  
-Vemon 2 Let There Be Carnage
-Morbius
-Captain Marvel 2
-Ant Man The Wasp Quantumania
-Blade
-Fantastic Four
-Deadpool 3...",3 years ago,@johnnyguerreroguerraamerica,UCqClY0xXow4nJo7htnLOAjw,0,,https://yt3.ggpht.com/lpgcw6TX-Ps3AWTywHgovs4zKq3QJ9ksu9xXkoH7c1yOAh7VKy9lpmVa06Azo2Cr-L5DL-rE=s88-c-k-c0x00ffffff-no-rj,False,False,1639357780.768859
Ugy_XpG-2CYWJFiE-Ot4AaABAg,"I’m going to watch the marvel collection with my boyfriend 
Wish me luck to watch all 30 movies or so :()",3 years ago,@jtx3358,UCIkC8Ao8bchIbG2FRLk35TA,1,,https://yt3.ggpht.com/ytc/AIdro_n-f2x1ZyBC2iXOO-UB2o-S89JpuM6Nd-tzcHt4um3uYQ=s88-c-k-c0x00ffffff-no-rj,False,False,1639357780.770818
Ugzj_8yVouGciTcZwqB4AaABAg,"didn't like this movie when it came out. It's actually not that great lol. But it did start a franchise which has, since then, grew on me. So respect points to this movie.",2 years ago (edited),@thecedex,UCvESbK_ChHIWNdrLJUkh6CA,0,,https://yt3.ggpht.com/ytc/AIdro_kLCc4IEkvooIzE4or_UbzShudc4S6xuUxZ0YsnS9c=s88-c-k-c0x00ffffff-no-rj,False,False,1670893780.772819
UgyTOtYUyhiVNCpJYCp4AaABAg,"It's funny, but prior to this, RDJ's last few films had all been flops or had under-performed (apart from Zodiac, and he was only part of an ensemble cast in that one).  No wonder, Terrence Howard demanded a similar salary to RDJ for the sequel.  He was arguably coming off more hit movies.",4 years ago,@GregOrCreg,UCno64DkPE14SeC9RxcUIxFg,0,,https://yt3.ggpht.com/ytc/AIdro_lKDav4UzzHYRR-IyZukJh_yiM6QctGhDU1neZmTyE=s88-c-k-c0x00ffffff-no-rj,False,False,1607821781.449829
UgxLdwOeEtzljlmgsE14AaABAg,"The trailer literally showed the whole movie.
 I wonder how ppl got interested in this and watched it on theaters and got the whole MCU bursted.
There wasn't man-walking-out-of-dark scenes. There wasn't catchy low-key voice speeches. And also major battles wasn't shown in timelapse and the trailer was just like iron man(2008) in 2mins and 30 secs.",3 years ago,@minthiha8716,UCg6-LQk9-LauYRz6YkcY9Gg,0,,https://yt3.ggpht.com/ytc/AIdro_kgaDPeYHF_BZCua99iscCZje1vcNKZ300aN5Siez0=s88-c-k-c0x00ffffff-no-rj,False,False,1639357781.451837
UgxhLhp6C1y854CMfXt4AaABAg,"Ephesians 6:12
New King James Version
12 For we do not wrestle against flesh and blood, but against (A)principalities, against powers, against (B)the rulers of [a]the darkness of this age, against spiritual hosts of wickedness in the heavenly places.

2 Samuel 14:17
New King James Version
Your maidservant said, ‘The word of my lord the king will now be comforting; for as the angel of God, so is my lord the king in discerning good and evil. And may the LORD your God be with you.’ ”

Exodus 20:13
New King James Version
13 “You shall not murder.

Romans 6:10
New King James Version
For the death that He died, He died to sin once for all; but the life that He lives, He lives to God.

Romans 4:4
New King James Version
4 Now to him who works, the wages are not counted as grace but as debt.

Psalm 57:6
NKJV
They have prepared a net for my steps;
My soul is bowed down;
They have dug a pit before me;
Into the midst of it they themselves have fallen. Selah

Psalm 56:5-7
NKJV
5 All day they twist my words;
All their thoughts are against me for evil.
6 They gather together,
They hide, they mark my steps,
When they lie in wait for my life.
7 Shall they escape by iniquity?
In anger cast down the peoples, O God!

Revelation 16:6-7
For they have shed the blood of saints and prophets,
And You have given them blood to drink.
For it is their just due.”

7 And I heard another from the altar saying, “Even so, Lord God Almighty, true and righteous are Your judgments.”

Matthew 24:7
New King James Version
7 For nation will rise against nation, and kingdom against kingdom. And there will be famines, pestilences, and earthquakes in various places.

Isaiah 24
New King James Version
Impending Judgment on the Earth
24 Behold, the Lord makes the earth empty and makes it waste,
Distorts its surface
And scatters abroad its inhabitants.
2 And it shall be:
As with the people, so with the priest;
As with the servant, so with his master;
As with the maid, so with her mistress;
As with the buyer, so with the seller;
As with the lender, so with the borrower;
As with the creditor, so with the debtor.
3 The land shall be entirely emptied and utterly plundered,
For the Lord has spoken this word.

4 The earth mourns and fades away,
The world languishes and fades away;
The haughty people of the earth languish.
5 The earth is also defiled under its inhabitants,
Because they have transgressed the laws,
Changed the ordinance,
Broken the everlasting covenant.
6 Therefore the curse has devoured the earth,
And those who dwell in it are desolate.
Therefore the inhabitants of the earth are burned,
And few men are left.

7 The new wine fails, the vine languishes,
All the merry-hearted sigh.
8 The mirth of the tambourine ceases,
The noise of the jubilant ends,
The joy of the harp ceases.",1 year ago,@acts15ministry25,UCSU1-mMMUmvancd1es6U4fA,0,1,https://yt3.ggpht.com/ytc/AIdro_n4pEwngmvSYS9WqZ8j8FqjH6qaYrNV2AG-rTgtPU8xTw=s88-c-k-c0x00ffffff-no-rj,False,False,1702429781.46283
UgxCyL5gXAGyyMgsFIZ4AaABAg,First movie in they gave away the real villain in the trailer like mcu trailers now are like “here’s some action but absolutely no information”,3 years ago,@bryh555,UCZ51JfFh_Z-2FUcCO0WELow,0,,https://yt3.ggpht.com/6D8d2qoMcO5e61AiiNWTlJi89XGJxnFn85BRYme3Hbo9SndOi7857b3UU0atLjrtGdQ5Ce1adw=s88-c-k-c0x00ffffff-no-rj,False,False,1639357781.466873
